373,194,70,0
347,131,69,0
409,128,243,0
385,246,421,1
756,295,414,1
10,67,90,0
530,281,392,1
704,260,62,1
682,294,138,1
702,153,345,1
499,45,224,0
634,51,292,0
520,228,121,1
393,155,223,0
23,139,428,0
680,73,121,0
555,133,177,0
469,58,474,0
542,20,323,0
208,140,113,0
302,6,305,0
59,213,16,0
275,152,101,0
295,129,495,1
294,271,491,1
666,211,258,1
697,295,456,1
533,119,405,1
58,199,308,0
571,184,445,1
175,29,265,0
233,19,414,0
354,173,337,1
282,57,343,0
334,38,258,0
545,160,245,1
536,212,336,1
174,183,194,0
489,54,42,0
266,20,306,0
782,107,466,1
762,261,499,1
555,62,460,1
590,34,485,1
145,159,62,0
676,181,116,1
521,290,359,1
691,278,476,1
353,225,39,0
212,245,402,1
733,45,296,0
741,179,481,1
511,293,112,1
603,218,225,1
245,205,151,0
716,100,428,1
581,202,286,1
664,110,39,0
306,112,407,0
114,282,78,0
309,148,36,0
735,274,101,1
137,17,223,0
658,265,474,1
755,165,414,1
409,33,366,0
175,111,316,0
768,247,208,1
563,3,244,0
433,266,14,1
297,281,410,1
199,11,361,0
62,109,499,0
63,255,366,1
164,234,328,1
572,144,292,1
389,24,137,0
376,93,91,0
668,168,454,1
175,1,466,0
668,63,347,1
528,295,366,1
723,225,126,1
733,220,321,1
338,254,95,1
366,210,427,1
509,242,446,1
133,227,287,1
29,17,488,0
411,96,467,1
366,2,84,0
399,126,266,0
758,282,169,1
216,288,20,0
472,212,279,1
386,102,351,0
447,298,169,1
797,133,427,1
397,105,29,0
520,16,356,0
688,163,40,0
727,162,468,1
250,170,392,1
330,108,317,0
125,68,129,0
570,265,79,1
447,197,487,1
406,65,97,0
217,122,409,0
387,193,270,1
731,69,220,0
271,97,309,0
653,263,437,1
78,4,115,0
681,126,20,0
607,251,311,1
256,33,319,0
679,268,40,1
624,149,113,0
328,165,113,0
43,178,281,0
190,44,441,0
636,107,174,0
200,52,430,0
408,155,206,0
275,109,342,0
60,149,465,0
187,114,105,0
728,110,450,1
601,99,468,1
175,143,105,0
794,291,303,1
206,203,235,0
509,36,130,0
333,139,159,0
704,157,176,1
707,56,318,0
67,187,292,0
610,88,30,0
164,64,176,0
37,197,293,0
103,28,428,0
645,200,78,1
706,277,210,1
780,101,9,0
222,95,76,0
6,76,280,0
359,182,334,1
461,106,435,1
29,222,417,1
579,278,141,1
258,170,77,0
665,222,389,1
730,99,78,0
135,119,449,0
520,92,249,0
314,8,452,0
105,173,347,0
43,298,5,0
49,87,169,0
522,155,42,0
535,216,359,1
262,144,181,0
84,7,137,0
780,94,143,0
711,241,86,1
430,176,164,0
634,276,438,1
173,141,273,0
668,100,189,0
60,183,427,1
248,54,454,0
339,240,482,1
748,158,175,1
394,236,357,1
290,151,288,0
771,167,287,1
462,171,230,1
536,148,475,1
501,99,430,1
789,34,395,1
364,114,447,1
729,179,382,1
602,22,122,0
349,134,467,1
532,296,15,1
771,32,35,0
170,257,312,1
695,169,337,1
49,131,405,0
272,33,316,0
106,165,400,0
361,285,7,1
608,193,317,1
675,251,458,1
66,266,204,1
377,163,428,1
392,122,412,1
672,216,340,1
238,122,492,1
720,73,166,0
748,17,279,0
669,270,75,1
758,244,404,1
487,79,438,1
290,202,416,1
776,246,161,1
764,263,256,1
522,282,337,1
491,106,477,1
624,187,6,0
432,290,59,1
591,262,354,1
282,69,480,0
768,129,491,1
594,157,306,1
28,271,37,0
607,201,9,1
637,260,495,1
260,107,241,0
789,271,315,1
527,67,225,0
102,85,227,0
320,115,93,0
16,51,286,0
5,225,200,0
447,185,133,0
492,231,415,1
459,230,49,1
435,164,18,0
424,97,62,0
516,122,97,0
277,195,183,0
723,60,161,0
331,284,307,1
190,115,71,0
118,125,250,0
662,54,376,1
224,98,276,0
285,2,307,0
397,210,252,1
629,259,30,1
258,237,112,0
522,261,123,1
7,2,14,0
744,203,330,1
396,165,147,0
387,163,121,0
341,168,468,1
356,297,396,1
539,73,170,0
561,238,73,1
534,255,145,1
739,275,275,1
114,185,449,1
643,249,336,1
650,1,169,0
17,173,411,0
494,159,28,0
33,102,380,0
269,114,23,0
794,138,155,1
666,180,411,1
633,38,403,0
396,59,463,0
71,136,83,0
450,16,231,0
99,224,411,1
787,233,73,1
341,66,356,0
726,279,336,1
431,170,388,1
684,27,307,0
31,149,34,0
753,210,206,1
171,271,119,1
323,256,188,1
298,94,177,0
524,16,399,0
708,109,177,0
338,247,314,1
147,125,155,0
652,270,494,1
